,AUTORID,IDPARIDADE,TIPOPRODUCAO,NOMECOMPLETODOSAUTORES,NOMEPARACITACAO,ORDEMIDCNPQ,ORDEMDEAUTORIA,NOMEGRANDEAREADOCONHECIMENTO1,NOMEDAAREADOCONHECIMENTO1,NOMEDASUBAREADOCONHECIMENTO1,NOMEDAESPECIALIDADE1,NOMEGRANDEAREADOCONHECIMENTO2,NOMEDAAREADOCONHECIMENTO2,NOMEDASUBAREADOCONHECIMENTO2,NOMEDAESPECIALIDADE2,NOMEGRANDEAREADOCONHECIMENTO3,NOMEDAAREADOCONHECIMENTO3,NOMEDASUBAREADOCONHECIMENTO3,NOMEDAESPECIALIDADE3,TIPO,TITULODOCAPITULODOLIVRO,ANO,PAISDEPUBLICACAO,IDIOMA,MEIODEDIVULGACAO,HOMEPAGEDOTRABALHO,FLAGRELEVANCIA,DOI,TITULODOCAPITULODOLIVROINGLES,FLAGDIVULGACAOCIENTIFICA,TITULODOLIVRO,NUMERODEVOLUMES,PAGINAINICIAL,PAGINAFINAL,ISBN,ORGANIZADORES,NUMERODAEDICAOREVISAO,NUMERODASERIE,CIDADEDAEDITORA,NOMEDAEDITORA,PALAVRACHAVE1,PALAVRACHAVE2,PALAVRACHAVE3,PALAVRACHAVE4,PALAVRACHAVE5,PALAVRACHAVE6,SETORDEATIVIDADE1,SETORDEATIVIDADE2,SETORDEATIVIDADE3,ID
853,2658762200370578,937,CAPITULO-DE-LIVRO-PUBLICADO,"Khoury, Julia Machado| Roque, Marco Antônio Valente| Frederico Duarte Garcia|","Khoury, Julia Machado| Roque, Marco Antônio Valente| Garcia, Frederico Duarte|",0359385870834508| 9324924132680285| |,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,Pedophilic Disorder,2016,Brasil,Português,NAO_INFORMADO,http://link.springer.com/10.1007/978-3-319-42650-1_10,NAO,10.1007/978-3-319-42650-1_10,,NAO,Practical Guide to Paraphilia and Paraphilic Disorders,,141,154.0,9783319426488,,1,,,Springer International Publishing,,,,,,,,,,854
854,2666311687962975,3546,CAPITULO-DE-LIVRO-PUBLICADO,Daniela Buono Calainho| Ronaldo Vainfas|,"CALAINHO, Daniela Buono| VAINFAS, Ronaldo|",2666311687962975| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,"Agentes inquisitoriais no Rio de Janeiro colonial: familiares, comissários e outros agentes do Santo Ofício em terra fluminense",2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Edificar e Transgredir: Clero, Religiosidade e Inquisição no espaço ibero-americano (séculos XVI-XIX).",1,257,296.0,9788546205608,"MATTOS, Yllan de; MUNIZ, Pollyanna G. Mendonça; RODRIGUES, Aldair Carlos.",1,,Jundiaí,Paco Editorial,2018-08-02T21:07:54.378Z,,,,,,,,,855
855,2827990228368187,941,CAPITULO-DE-LIVRO-PUBLICADO,"Rodrigo Geraldo Ribeiro| Carlos Camarão de Figueiredo| FIGUEIREDO, LUCÍLIA| Vasconcellos, Cristiano|","Ribeiro, Rodrigo| CAMARÃO, CARLOS| FIGUEIREDO, LUCÍLIA| Vasconcellos, Cristiano|",2827990228368187| | 2827990228368187| |,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Optional Type Classes for Haskell,2016,Brasil,Inglês,IMPRESSO,http://link.springer.com/10.1007/978-3-319-45279-1_9,NAO,10.1007/978-3-319-45279-1_9,,NAO,Lecture Notes in Computer Science,9889,125,139.0,9783319452784,,1,3029743.0,,Springer International Publishing,,,,,,,,,,856
856,2829775863179545,1471,CAPITULO-DE-LIVRO-PUBLICADO,Stephanie Reis| Wesley Matheus| Rayza Sarmento de Sousa| Ricardo Fabrino Mendonça|,"REIS, S.| MATHEUS, W.| SARMENTO, Rayza.| MENDONCA, R. F.|",| | | 2011077236634286|,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Debate político na internet: uma análise do votenaweb,2016,Brasil,Português,MEIO_DIGITAL,https://repositorio.ufba.br/ri/handle/ri/19267,NAO,,,NAO,Deliberação Online no Brasil: entre iniciativas de democracia digital e redes sociais de conversação,,130,153.0,9788523214821,Ricardo Fabrino Mendonça; Rafael Sampaio; Samuel Barros,1,,Salvador,EDUFBA,,,,,,,,,,857
857,2835053007577503,256,CAPITULO-DE-LIVRO-PUBLICADO,Maria Luiza Dias Viana|,"VIANA, M. L. D.|",2835053007577503|,1|,LINGUISTICA_LETRAS_E_ARTES,,Arte urbana,,,,,,,,,,Capítulo de livro publicado,Graffiti: expressões e subversões públicas que atravessam o tempo,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Telas Urbanas,1,135,140.0,9788598964256,Augusto Otávio Fonseca de Oliveira,1,1.0,Belo Horizonte,Fundação Biblioteca Nacional,2018-08-02T21:03:31.970Z,,,,,,,,,858
858,2838827986505508,1203,CAPITULO-DE-LIVRO-PUBLICADO,Leonardo Nemer Caldeira Brant| Bruno de Oliveira Biazatti|,"BRANT, L. N. C.| BIAZATTI, B. O.|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Pedido de Revisão no Caso sobre o Genocídio na Bósnia e Herzegovina,2016,Brasil,Português,MEIO_DIGITAL,,NAO,,,NAO,O Direito Internacional em Movimento: Jurisprudência Internacional Comentada - Corte Internacional de Justiça e Supremo Tribunal Federal,1,138,163.0,9788569336020,João Henrique Ribeiro Roriz; Alberto do Amaral Junior,1,,Brasília,IBDC,,,,,,,,,,859
859,2838827986505508,257,CAPITULO-DE-LIVRO-PUBLICADO,Bruno de Oliveira Biazatti|,"BIAZATTI, B. O.|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Ataques Cibernéticos e a Aplicação Extraterritorial de Tratados sobre Direitos Humanos,2016,Brasil,Bretão,MEIO_DIGITAL,,NAO,,,NAO,Marco Civil e Governança da Internet: Diálogos entre o Doméstico e o Global,1,206,225.0,9788588221581,Fabrício Bertini Pasquot Polido; Lucas Costa dos Anjos,1,,Belo Horizonte,Instituto de Referência em Internet e Sociedade,2018-08-02T21:03:31.971Z,,,,,,,,,860
860,2838827986505508,3555,CAPITULO-DE-LIVRO-PUBLICADO,Bruno de Oliveira Biazatti| Adrien Robadey|,"BIAZATTI, B. O.| ROBADEY, A.|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,O Acesso à Energia como um Direito Humano,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Desenvolvimento Sustentável e Matriz Energética na América Latina: a universalização do acesso à energia limpa,,23,40.0,9788599499047,Leonardo Nemer Caldeira Brant; Jaana Braz Rodrigues; Bruno de Oliveira Biazatti,1,,Belo Horizonte,Centro de Direito Internacional,2018-08-02T21:07:54.384Z,,,,,,,,,861
861,2838827986505508,3556,CAPITULO-DE-LIVRO-PUBLICADO,Bruno de Oliveira Biazatti| Adrien Robadey|,"BIAZATTI, B. O.| ROBADEY, A.|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,El Acceso a la Energía como un Derecho Humano,2016,Brasil,Espanhol,MEIO_DIGITAL,,NAO,,,NAO,Desarrollo Sostenible y Matriz Energética en América Latina: La Universalización del Acceso a la Energía Limpia,1,25,42.0,9788599499054,Leonardo Nemer Caldeira Brant; Jaana Braz Rodrigues; Bruno de Oliveira Biazatti,1,1.0,Belo Horizonte,Centro de Direito Internacional,2018-08-02T21:07:54.384Z,,,,,,,,,862
862,2850117029902282,1308,CAPITULO-DE-LIVRO-PUBLICADO,Jacqueline Pawlowski Oliveira| Eliane Pawlowski de Oliveira Araújo| Mauricio Barcellos Almeida| Nina Claudia Mendonça de Miranda|,"OLIVEIRA, J.P.| ARAÚJO, E. P. O.| ALMEIDA, M. B.| MIRANDA, N. C. M.|",| 2850117029902282| | |,1| 2| 3| 4|,CIENCIAS_SOCIAIS_APLICADAS,,,,,,,,,,,,Capítulo de livro publicado,Fontes de informação especializada em saúde: proposta de critérios para avaliação,2016,Brasil,Português,IMPRESSO,,NAO,,Fontes de informação especializada em saúde: proposta de critérios para avaliação,NAO,Informação e saúde: percursos de interdisciplinaridade,1,209,224.0,9788523215415,Zeny Duate;Olivia Pestana; Carmen Abreu,1,,Salvador,Edufba,,,,,,,,,,863
863,2850117029902282,258,CAPITULO-DE-LIVRO-PUBLICADO,Eliane Pawlowski de Oliveira Araújo|,"ARAÚJO, E. P. O.|",2850117029902282|,1|,CIENCIAS_SOCIAIS_APLICADAS,,,,,,,,,,,,Capítulo de livro publicado,Os aspectos simbólicos subjacentes à gestão da informação em organizações: um repertório conceitual no âmbito da ciência da informação,2016,Brasil,Português,MEIO_DIGITAL,http://www.observatorioueg.com.br/site/luso-brasileira.php,NAO,,Os aspectos simbólicos subjacentes à gestão da informação em organizações: um repertório conceitual no âmbito da ciência da informação,NAO,"Coletânea Luso-Brasileira VII - Gestão da informação, políticas públicas e territórios",VII,1,294.0,9789898648969,"Armando Malheiro da Silva, Carla Conti de Freitas, Francisco Alberto Severo de Almeida, Mário José Batista Franco",1,,Porto,Universidade do Porto,2018-08-02T21:03:31.972Z,,,,,,,,,864
864,2851575149476103,3557,CAPITULO-DE-LIVRO-PUBLICADO,Thaísa Vilela Fonseca Amaral| Vanessa Andrade Barros|,"AMARAL, T. V. F.| BARROS, V. A.|",2851575149476103| 4750190774817099|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,O trabalho do(a) psicólogo(a) no sistema prisional,2016,Brasil,Português,MEIO_DIGITAL,https://site.cfp.org.br/wp-content/uploads/2016/12/O-trabalho-do-psicologo-grafica-web1.pdf,NAO,,,NAO,"O Trabalho da (o) psicóloga (o) no sistema prisional: Problematizações, ética e orientações",1,55,72.0,9788589208772,Fatima Pacheco; Pedro Oliveira; Rodrigo Tôrres,1,,Brasília,Conselho Federal de Psicologia,2018-08-02T21:07:54.385Z,,,,,,,,,865
865,2856966556732442,3558,CAPITULO-DE-LIVRO-PUBLICADO,Aline danielle souza prates| antonio cleber da silva camargo| Erika Viviane Santos| maira da silva almeida| marcelo pedeira matos|,"PRATES, A. D. S.| CAMARGO, A. C. S.| SANTOS, E. V.;SANTOS, ERIKA| ALMEIDA, M. S.| MATOS, M. P.|",| | 2856966556732442| | |,1| 2| 3| 4| 5|,CIENCIAS_AGRARIAS,,Nutrição e Alimentação Animal,Avaliação de Alimentos para Animais,,,,,,,,,Capítulo de livro publicado,Ultilização de melhorador de desempenho e prebióticos na alimentação de peixes,2016,Brasil,Português,IMPRESSO,,SIM,,Ultilização de melhorador de desempenho e prebióticos na alimentação de peixes,NAO,Piscicultura aspectos relevantes,1,1,415.0,9788563337528,"Antonio Cleber da Silva Camargo, Wedson Carlos Lima Nogueira, Alex Fabiani de Brito Torres, Cristiano Miguel Stefanello",1,,Uruguaiana- RS,UNIPAMPA,2018-08-02T21:07:54.386Z,,,,,,,,,866
866,2856966556732442,1655,CAPITULO-DE-LIVRO-PUBLICADO,Leonardo frança da silva| Iirene Menegali| Erika Viviane Santos| Lucas Miranda Mendes| Maria de Fátima Araújo Vieira|,"SILVA. L. F| MENEGALI, I.| SANTOS, E. V.;SANTOS, ERIKA| MENDES, L. M.| VIEIRA, M. F. A.|",| | 2856966556732442| | |,1| 2| 3| 4| 5|,CIENCIAS_AGRARIAS,,,,,,,,,,,,Capítulo de livro publicado,Diagnóstico das variáveis climáticas e de gases tóxicos na criação de frangos de corte no Norte de Minas Gerais,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Diagnóstico das variáveis climáticas e de gases tóxicos na criação de frangos de corte no Norte de Minas Gerais,,227,230.0,9788581791074,,631,,Viçosa-MG,Suprema,,,,,,,,,,867
867,2859208561150543,907,CAPITULO-DE-LIVRO-PUBLICADO,"Santos, Daniel M.| Pablo Victor Mendes dos Reis| Pimenta, Adriano M. C.|","Santos, Daniel M.| Reis, Pablo. V.| Pimenta, Adriano M. C.|",| | |,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,Antimicrobial Peptides in Spider Venoms,2016,Brasil,Português,NAO_INFORMADO,http://link.springer.com/10.1007/978-94-007-6389-0_19,SIM,10.1007/978-94-007-6389-0_19,,NAO,Spider Venoms,,361,377.0,9789400763883,,1,,,Springer Netherlands,,,,,,,,,,868
868,2865658247618316,3559,CAPITULO-DE-LIVRO-PUBLICADO,Tiago Silveira Gontijo| Andressa Amaral de Azevedo|,"GONTIJO, T. S.| AZEVEDO, A. A.|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Estatística Aplicada e Gestão da Qualdiade,2016,Brasil,Português,MEIO_DIGITAL,http://www.producao.saomateus.ufes.br/sites/producao.saomateus.ufes.br/files/field/anexo/Livro%20-%20Enade%20Comentado.pdf,NAO,,,NAO,Enade comentado: Engenharia de Produção - volume 1,1,34,43.0,9788592323530,"Tiago Silveira Gontijo, Andressa Amaral de Azevedo, Alexandre de Cássio Rodrigues",1,,"Belo Horizonte, MG",Andressa Editora ®,2018-08-02T21:07:54.386Z,,,,,,,,,869
869,2865658247618316,3560,CAPITULO-DE-LIVRO-PUBLICADO,Hendrigo Batista da Silva| Tiago Silveira Gontijo|,"SILVA, H. B.| GONTIJO, T. S.|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Ciclo Básico de Engenharia,2016,Brasil,Português,MEIO_DIGITAL,http://www.producao.saomateus.ufes.br/sites/producao.saomateus.ufes.br/files/field/anexo/Livro%20-%20Enade%20Comentado.pdf,NAO,,,NAO,Enade comentado: Engenharia de Produção - volume 1,1,57,68.0,9788592323530,"Tiago Silveira Gontijo, Andressa Amaral de Azevedo, Alexandre de Cássio Rodrigues",1,,"Belo Horizonte, MG",Andressa Editora ®,2018-08-02T21:07:54.387Z,,,,,,,,,870
870,2865658247618316,3561,CAPITULO-DE-LIVRO-PUBLICADO,Andressa Amaral de Azevedo| Tiago Silveira Gontijo|,"AZEVEDO, A. A.| GONTIJO, T. S.|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Gestão de Operações e Logística,2016,Brasil,Português,MEIO_DIGITAL,http://www.producao.saomateus.ufes.br/sites/producao.saomateus.ufes.br/files/field/anexo/Livro%20-%20Enade%20Comentado.pdf,NAO,,,NAO,Enade comentado: Engenharia de Produção - volume 1,1,15,25.0,9788592323530,"Tiago Silveira Gontijo, Andressa Amaral de Azevedo, Alexandre de Cássio Rodrigues",1,,"Belo Horizonte, MG",Andressa Editora ®,2018-08-02T21:07:54.388Z,,,,,,,,,871
871,2866115540587859,259,CAPITULO-DE-LIVRO-PUBLICADO,Claudio Chaves Beato Filho|,"BEATO FILHO, C. C.|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Segurança Pública,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Políticas públicas no Brasil: suas raízes institucionais, sua gestão e seus desafios",1,151,180.0,9788547218492,"PAIVA, Paulo; MENDES, Gilmar.",1,,São Paulo,Saraiva,2018-08-02T21:03:31.972Z,,,,,,,,,872
872,2866806723847425,942,CAPITULO-DE-LIVRO-PUBLICADO,Andres Zarankin| Melisa Salerno|,"ZARANKIN, ANDRÉS| SALERNO, Melisa|",| 3214204669379367|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,"So Far, So Close. Approaching Experience in the Study of the Encounter Between Sealers and the South Shetland Islands (Antarctica, Nineteenth Century)",2016,Brasil,Português,VARIOS,http://link.springer.com/10.1057/978-1-137-54575-6_4,NAO,10.1057/978-1-137-54575-6_4,,NAO,Antarctica and the Humanities,,79,103.0,9781137545749,"Roberts Peder, Lize-Marié van der Watt, Adrian Howkins",1,,New York,Palgrave Macmillan UK,,,,,,,,,,873
873,2875593207169323,260,CAPITULO-DE-LIVRO-PUBLICADO,Adriano de Paula Sabino|,"SABINO, A.P|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Biomarcadores do metabolismo do ferro,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Exames Bioquímicos. Guia prático para o clínico,1,113,122.0,9788584110384,Luciana Moreira Lima,1,,Rio de Janeiro,Rubio,2018-08-02T21:03:31.973Z,,,,,,,,,874
874,2875593207169323,261,CAPITULO-DE-LIVRO-PUBLICADO,Adriano de Paula Sabino|,"SABINO, A.P|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Biomarcadores das anemias macrocíticas,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Exames Bioquímicos. Guia prático para o clínico,1,123,128.0,9788584110384,Luciana Moreira Lima,1,,Rio de Janeiro,Rubio,2018-08-02T21:03:31.973Z,,,,,,,,,875
875,2880429388574590,1661,CAPITULO-DE-LIVRO-PUBLICADO,Anderson de Souza Sant'Anna| Reed Elliot Nelson| Fatima Bayma de Oliveira| Antonio Moreira de Carvalho Neto| Daniela Martins Diniz|,"SANTANNA, A. S.| NELSON, R. E.| OLIVEIRA, F. B.| CARVALHO NETO, A. M.| DINIZ, D. M.|",| | | 2169195614253730| |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Relational leadership: developing leaders for creative and innovative ambiences,2016,Brasil,Inglês,MEIO_DIGITAL,,NAO,,,NAO,Relational leadership: developing leaders for creative and innovative ambiences,1,49,56.0,9780981799,International Society for Study of Work and Organizational Values - ISSWOV,1,,Shreveport,ISSWOV,,,,,,,,,,876
876,2883004910881772,943,CAPITULO-DE-LIVRO-PUBLICADO,"Bruno Amaral de Andrade| de Sena, Ítalo Sousa| Ana Clara Mourão Moura|","DE ANDRADE, BRUNO AMARAL| de Sena, Ítalo Sousa| MOURA, Ana Clara Mourão|",| | 6448889980942931|,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,Tirolcraft: The Quest of Children to Playing the Role of Planners at a Heritage Protected Town,2016,Suiça,Inglês,MEIO_DIGITAL,http://link.springer.com/10.1007/978-3-319-48496-9_66,NAO,10.1007/978-3-319-48496-9_66,,SIM,Lecture Notes in Computer Science,10058,825,835.0,9783319484952,Ioannides M. et al.,1,,Cham,Springer International Publishing,,,,,,,,,,877
877,2892747220555237,3562,CAPITULO-DE-LIVRO-PUBLICADO,Túlio Vinícius de Oliveira Campos| Marco Antonio Percope de Andrade|,"CAMPOS, Túlio Vinícius de Oliveira| ANDRADE, MAP|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Revisão de artroplastia total do joelho,2016,Brasil,Português,IMPRESSO,,SIM,,,NAO,Ortopedia e Traumatologia: princípios e prática,1,477,482.0,9788582713761,"Hebert,SK; Barros Filho, TEP; Xavier, R; Pardini Jr, AG",5,,Porto Alegre,Artmed,2018-08-02T21:07:54.388Z,,,,,,,,,878
878,2897072604659498,944,CAPITULO-DE-LIVRO-PUBLICADO,"Oliveira, Graziele| Costa, Galileu| Assis, Felipe| Ana Paula Moreira Franco Luiz| Trindade, Giliane| Kroon, Erna| Turrini, Filippo| Abrahão, Jonatas|","Oliveira, Graziele| Costa, Galileu| Assis, Felipe| Franco-Luiz, Ana| Trindade, Giliane| Kroon, Erna| Turrini, Filippo| Abrahão, Jonatas|",| | | | | | | |,1| 2| 3| 4| 5| 6| 7| 8|,,,,,,,,,,,,,Capítulo de livro publicado,Parapoxvirus,2016,Brasil,Português,NAO_INFORMADO,http://www.crcnetbase.com/doi/10.1201/b19719-102,NAO,10.1201/b19719-102,,NAO,Molecular Detection of Animal Viral Pathogens,,881,890.0,9781498700368,,.,,,CRC Press,,,,,,,,,,879
879,2672616549766052,3547,CAPITULO-DE-LIVRO-PUBLICADO,Fabrício Rodrigues dos Santos| Helem M. D. R. Barros| Marco Antônio Alves Schetino| Camilla Savicius Lima|,"SANTOS, F. R.| BARROS, H. M. D. R.| SCHETINO, M. A. A.;SCHETINO, MARCO ANTÔNIO ALVES;SCHETINO, MARCO A.A.| LIMA, C. S.|",| | 2672616549766052| |,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Genetics/Genética,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,West Indian Manatee: biology and conservation in Brasil / Peixe-boi marinho: biologia e conservação no Brasil.,1,63,75.0,9788598372167,Ana Carolina Meirelles; Vitor Luz Carvalho,1,,São Paulo,Bambu Editora e Artes Graficas,2018-08-02T21:07:54.379Z,,,,,,,,,880
880,2674201639909914,1630,CAPITULO-DE-LIVRO-PUBLICADO,Cristina Maria Lima Sá Fortes| Ariane Mariner Caldas Rosa|,"SÁ-FORTES, C. M. L.| ROSA, A. M. C.|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Processamento de Ração,2016,Brasil,Português,NAO_INFORMADO,,SIM,,,NAO,Piscicultura Aspectos Relevantes,1,187,198.0,9788563337528,Antonio Cleber da Silva Camargo,1,1.0,Uruguaiana/RS,Fundação Universidade Federal do Pampa - UNIPAMPA,,,,,,,,,,881
881,2678296078568446,3548,CAPITULO-DE-LIVRO-PUBLICADO,Juliana Perucchi| Brune Coelho Brandão| Cláudio Magno Gomes Berto| Daniele Trindade Mesquita| Melina Madeira Santos| Natalia de Souza|,"PERUCCHI, J.| BRANDAO, B. C.| MAGNO, C.| MESQUITA, D. T.| SANTOS, M. M.| SOUZA, N.|",| | | | | |,1| 2| 3| 4| 5| 6|,,,,,,,,,,,,,Capítulo de livro publicado,Pesquisa-ação-participativa (feminista) com jovens lésbicas: partilhando história de vida por meio da pesquisa em psicologia social comunitária,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,"Narrativas, Gênero e Política",,285,300.0,9788544410790,Rosineide Cordeiro; Luciana Kind,1,,Curitiba,CRV,2018-08-02T21:07:54.379Z,,,,,,,,,882
882,2694344145688264,3549,CAPITULO-DE-LIVRO-PUBLICADO,Karla Rona da Silva| Denise Silva Mello|,"SILVA, Karla Rona| MELLO, D. S.|",| |,1| 2|,CIENCIAS_DA_SAUDE,,,,CIENCIAS_SOCIAIS_APLICADAS,Administração,,,CIENCIAS_DA_SAUDE,Enfermagem,,,Capítulo de livro publicado,RECURSOS ESCASSOS EM SERVIÇOS DE URGÊNCIA E EMERGÊNCIA E ATOMADA DE DECISÃO: revisão bibliográfica,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"BIOETICA, trabalho e educação em saúde",4,421,429.0,9788559960990,Felipe Asensi; Roseni Pinheiro; Paula Arévalo Mutiz,1,1.0,São Paulo,Ágora Ltda,2018-08-02T21:07:54.380Z,,,,,,,,,883
883,2694344145688264,3550,CAPITULO-DE-LIVRO-PUBLICADO,Luzimar Rangel Moreira| Reynaldo Gomes de Oliveira| Karla Rona da Silva|,"MOREIRA, L. R.| OLIVEIRA, R. G.| SILVA, K. R.|",| | |,1| 2| 3|,CIENCIAS_DA_SAUDE,,,,CIENCIAS_DA_SAUDE,Saúde Coletiva,,,,,,,Capítulo de livro publicado,Atenção e Cuidados Domiciliares,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Blackbook - Enfermagem,01,47,53.0,9788599130063,Reynaldo Gomes de Oliveira,01,,Belo Horizonte,Blackbook Editora,2018-08-02T21:07:54.381Z,,,,,,,,,884
884,2700394996468973,248,CAPITULO-DE-LIVRO-PUBLICADO,Oswaldo França Neto|,"FRANÇA NETO, O.|",|,1|,CIENCIAS_HUMANAS,,Psicanálise,,,,,,,,,,Capítulo de livro publicado,A psicanálise e suas incursões universitárias,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Psicanálise em perspectiva: marcas e traços na universidade,1,97,108.0,9788570784285,Maria Lucia Castilho Romera; Leda Maria Codeço Barone; Leda Herrmann; Marina Ramalho Miranda; João Luiz Leitão Paravidini,1,,Uberlândia,Editora da Universidade Federal de Uberlândia,2018-08-02T21:03:31.965Z,,,,,,,,,885
885,2715866314558632,249,CAPITULO-DE-LIVRO-PUBLICADO,Flávio Chaimowicz|,"CHAIMOWICZ, FLÁVIO|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Epidemiologia do envelhecimento no Brasil,2016,Brasil,Português,NAO_INFORMADO,,SIM,,,NAO,Tratado de Geriatria e Gerontologia,,66,78.0,9788527729406,Elizabete Viana de Freitas; Ligia Py,1,,Rio de Janeiro,GUanabara Koogan,2018-08-02T21:03:31.966Z,,,,,,,,,886
886,2724058355070343,250,CAPITULO-DE-LIVRO-PUBLICADO,Renata Christiana Vieira Maia|,"MAIA, Renata C. Vieira|",2724058355070343|,1|,CIENCIAS_SOCIAIS_APLICADAS,,Processo Civil,,,,,,,,,,Capítulo de livro publicado,Da Petição Inicial e da Resposta do Réu: Principais inovações e modificações,2016,Brasil,Bretão,IMPRESSO,,NAO,,,NAO,Processo Civil Brasileiro - Novos Rumos a partir do CPC/2015,,103,115.0,9788538404477,Fernando Gonzaga Jayme; Gláucio Maciel Gonçalves; Juliana Cordeiro de Faria; Marcelo Veiga Franco; Mayara de Carvalho Araújo; Suzana Santi Cremasco,1,,Belo Horizonte,Ed. Del Rey,2018-08-02T21:03:31.967Z,,,,,,,,,887
887,2726742361556196,251,CAPITULO-DE-LIVRO-PUBLICADO,Luciana Assis Costa|,"COSTA, L. A.|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,A Terapia Ocupacional no contexto de expansão do sistema de proteção social,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Terapia Ocupacional Social: desenhos teóricos e contornos práticos,1,135,154.0,9788576004240,ROSELI ESQUERDO LOPELS; ANA PAULA MALFITANO,1,,São Carlos,EDUFSCAR,2018-08-02T21:03:31.967Z,,,,,,,,,888
888,2759892416642812,3551,CAPITULO-DE-LIVRO-PUBLICADO,Jéssica Soares Martins| Lisandra Moreira Espíndula| Deborah Lemos Lobato de Araújo|,"MARTINS, Jéssica Soares| MOREIRA, L. E.; Moreira, Lisandra Espíndula| ARAÚJO, Deborah Lemos Lobato de|",| 9536102634454549| |,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,Cultura do Estupro? Enunciados jurídicos em casos de estupro de vulnerável,2016,Brasil,Português,MEIO_DIGITAL,http://www.initiavia.com/diverso-resumos-ii-congresso,NAO,,,NAO,Caderno de Resumos - II Congresso de Diversidade Sexual e de Gênero: I Edição Internacional,Único,119,123.0,9788564912854,Victor Afonso Almeida; Mateus Oliveira Barros; Ana Flávia Vital,1,,Belo Horizonte,Initia Via,2018-08-02T21:07:54.381Z,,,,,,,,,889
889,2761389246297718,252,CAPITULO-DE-LIVRO-PUBLICADO,Alvaro Eduardo Eiras|,"Eiras, Alvaro E|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Culicídeos,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Parsitologia Humana,13,1,2.0,9788538802204,Davi Pereira Neves,13,,Rio de Janeiro,Atheneu,2018-08-02T21:03:31.968Z,,,,,,,,,890
890,2775214416544459,3552,CAPITULO-DE-LIVRO-PUBLICADO,Daniel Vieira Sousa| Maria Jacqueline Rodet|,"SOUSA, Daniel Vieira| RODET M. J.;RODET, MARIA JACQUELINE;|RODET, MARIA JACQUELINE|",| 2775214416544459|,1| 2|,CIENCIAS_HUMANAS,,,,CIENCIAS_EXATAS_E_DA_TERRA,Geociências,,,,,,,Capítulo de livro publicado,Interação entre pedologia e arqueologia ¨pedoarqueologia,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Geoarqueologia na América do Sul,1,383,426.0,9788571038998,Rubin de Rubin; Favier Dubois; Theodoro da Silva,1,,Goiânia,Editora da Puc de Goiás,2018-08-02T21:07:54.382Z,,,,,,,,,891
