,AUTORID,IDPARIDADE,TIPOPRODUCAO,NOMECOMPLETODOSAUTORES,NOMEPARACITACAO,ORDEMIDCNPQ,ORDEMDEAUTORIA,NOMEGRANDEAREADOCONHECIMENTO1,NOMEDAAREADOCONHECIMENTO1,NOMEDASUBAREADOCONHECIMENTO1,NOMEDAESPECIALIDADE1,NOMEGRANDEAREADOCONHECIMENTO2,NOMEDAAREADOCONHECIMENTO2,NOMEDASUBAREADOCONHECIMENTO2,NOMEDAESPECIALIDADE2,NOMEGRANDEAREADOCONHECIMENTO3,NOMEDAAREADOCONHECIMENTO3,NOMEDASUBAREADOCONHECIMENTO3,NOMEDAESPECIALIDADE3,TIPO,TITULODOCAPITULODOLIVRO,ANO,PAISDEPUBLICACAO,IDIOMA,MEIODEDIVULGACAO,HOMEPAGEDOTRABALHO,FLAGRELEVANCIA,DOI,TITULODOCAPITULODOLIVROINGLES,FLAGDIVULGACAOCIENTIFICA,TITULODOLIVRO,NUMERODEVOLUMES,PAGINAINICIAL,PAGINAFINAL,ISBN,ORGANIZADORES,NUMERODAEDICAOREVISAO,NUMERODASERIE,CIDADEDAEDITORA,NOMEDAEDITORA,PALAVRACHAVE1,PALAVRACHAVE2,PALAVRACHAVE3,PALAVRACHAVE4,PALAVRACHAVE5,PALAVRACHAVE6,SETORDEATIVIDADE1,SETORDEATIVIDADE2,SETORDEATIVIDADE3,ID
2405,6440599955999607,593,CAPITULO-DE-LIVRO-PUBLICADO,Maria Cecilia Bruzzi Boechat|,"BOECHAT, Maria Cecília|",6440599955999607|,1|,LINGUISTICA_LETRAS_E_ARTES,,Literatura Brasileira,,,,,,,,,,Capítulo de livro publicado,"Do modelo ao clichê: sobre 'Amálgama', de Rubem Fonseca",2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Literaturas modernas e contemporâneas,1,141,158.0,9788556620422,"MONTE ALTO, Romulo; RAVETTI, Graciela",1,,Rio de Janeiro,Itaguatirica,2018-08-02T21:03:32.214Z,,,,,,,,,2406
2406,6442935126020226,4045,CAPITULO-DE-LIVRO-PUBLICADO,Ivana Denise Parrela| Adriana Carvalho Koyama|,"PARRELA, Ivana D.| KOYAMA, A. C.|",6442935126020226| |,1| 2|,CIENCIAS_SOCIAIS_APLICADAS,,Arquivologia,,CIENCIAS_HUMANAS,Educação,,,,,,,Capítulo de livro publicado,Arquivo e Educação: começo de conversas,2016,Brasil,Português,MEIO_DIGITAL,http://ivanaparrela.eci.ufmg.br/i-simposio-tematico-sobre-arquivo-e-educacao/,NAO,,,SIM,Arquivos &amp; Educação: experiências e pesquisas brasileiras em diálogo,1,4,9.0,9788565609067,"PARRELA, Ivana D.; KOYAMA, A. C.",1,1.0,Belo Horizonte,PPGCI/ECI,2018-08-02T21:07:54.841Z,,,,,,,,,2407
2407,6443038320654989,2413,CAPITULO-DE-LIVRO-PUBLICADO,PATRICIA DE MARCO| Luiz Armando Cunha De Marco|,"DE MARCO, P.| DE MARCO, L|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,O caráter do cuidado na Medicina Personalizada,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Direito, Hermenêutica e Política: estudos em homenagem à Professora Doutora Maria Helena Damasceno e Silva Megale",1,103,107.0,9788584253272,Alfredo Emanuel Farias de Oliveira; Paula Vilaça Bastos; Rafael de Oliveira Costa,1,,Belo Horizonte,D'Placido,,,,,,,,,,2408
2408,6448889980942931,4046,CAPITULO-DE-LIVRO-PUBLICADO,Ana Clara Mourao Moura| Silvio Romero Fonseca Motta|,"MOURA, Ana Clara M.| MOTTA, Silvio R. F.|",| |,1| 2|,CIENCIAS_SOCIAIS_APLICADAS,,,,CIENCIAS_SOCIAIS_APLICADAS,Arquitetura e Urbanismo,,,CIENCIAS_EXATAS_E_DA_TERRA,Geociências,,,Capítulo de livro publicado,Modelagem paramétrica no planejamento da paisagem urbana: potencial de implantação da Computação Evolucionária,2016,Brasil,Português,IMPRESSO,https://www.editorainterciencia.com.br/index.asp?pg=prodDetalhado.asp&amp;idprod=409&amp;token=,NAO,,,SIM,Tecnologias de Geoinformação para representar e planejar o território urbano,1,277,304.0,9788571933859,Ana Clara Moura,1,,Rio de Janeiro,Interciência,2018-08-02T21:07:54.841Z,,,,,,,,,2409
2409,6448889980942931,1932,CAPITULO-DE-LIVRO-PUBLICADO,Bruno Amaral de Andade| Ana Clara Mourao Moura| Ítalo de Souza Sena|,"ANDRADE, Bruno Amaral| MOURA, Ana Clara M.| SENA, Ítalo S.|",| | |,1| 2| 3|,CIENCIAS_SOCIAIS_APLICADAS,,,,CIENCIAS_SOCIAIS_APLICADAS,Arquitetura e Urbanismo,,,CIENCIAS_EXATAS_E_DA_TERRA,Geociências,,,Capítulo de livro publicado,Tirolcraft: The Quest of Children to Playing the Role of Planners at a Heritage Protected Town,2016,Grécia,Inglês,MEIO_DIGITAL,http://link.springer.com/book/10.1007/978-3-319-48496-9,NAO,,,SIM,"Digital Heritage. Progress in Cultural Heritage: Documentation, Preservation, and Protection. Euromed 2016.",I,825,835.0,9783319484952,Marinos Ioannides; Eleanor Fink; Antonia Moropoulou; Monika Hagedorn-Saupe; Antonella Fresa; Gunnar Liestøl; Vlatka Rajcic; Pierre Grussenmeyer,1,,"Cham, Switzerland",Springer International Publishing AG 2016,,,,,,,,,,2410
2410,6448889980942931,1931,CAPITULO-DE-LIVRO-PUBLICADO,"Pedro Benedito Casagrande| Nicole Andrade da Rocha| Ítalo de Souza Sena| FONSECA, Bráulio Magalhães| Ana Clara Mourao Moura|","CASAGRANDE, Pedro B.| ROCHA, Nicole A.| SENA, Ítalo S.| FONSECA, Bráulio M.| MOURA, Ana Clara M.|",| | | 8551916275030169| |,1| 2| 3| 4| 5|,CIENCIAS_EXATAS_E_DA_TERRA,,,,CIENCIAS_SOCIAIS_APLICADAS,Planejamento Urbano e Regional,,,,,,,Capítulo de livro publicado,Geological Heritage and Conservation: A Case Study of the Visual Axis Through Digital Terrain Modeling,2016,Grécia,Inglês,MEIO_DIGITAL,http://link.springer.com/book/10.1007/978-3-319-48974-2,NAO,,Geological Heritage and Conservation: A Case Study of the Visual Axis Through Digital Terrain Modeling,SIM,"Digital Heritage. Progress in Cultural Heritage: Documentation, Preservation, and Protection.",II,63,71.0,9783319484952,Marinos Ioannides; Eleanor Fink; Antonia Moropoulou; Monika Hagedorn-Saupe; Antonella Fresa; Gunnar Liestøl; Vlatka Rajcic; Pierre Grussenmeyer,1,,"Cham, Switzerland",Springer International Publishing AG,,,,,,,,,,2411
2411,6457847599039235,4047,CAPITULO-DE-LIVRO-PUBLICADO,Ana Maria Matos Guimarães| Anderson Carnin| Delaine Cafiero Bicalho|,"GUIMARAES, A. M. M.| CARNIN, A.| CAFIERO, D.|",| | |,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,Sobre nossos múltiplos olhares para o ensino de Língua Materna,2016,Brasil,Português,IMPRESSO,,NAO,,,SIM,Formação e trabalho docente: múltiplos olhares para o ensino de língua materna,1,7,12.0,9788571136823,Ana Maria de Mattos Guimarães; Anderson Carnin; Delaine Cafiero Bicalho,1,,Campinas,"Pontes, Editores",2018-08-02T21:07:54.842Z,,,,,,,,,2412
2412,6457847599039235,4048,CAPITULO-DE-LIVRO-PUBLICADO,Deuzina Elaine de Melo Casteluber| Delaine Cafiero Bicalho|,"Deuzina Elaine de Melo Casteluber| CAFIERO, D.|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Leitura no livro didático: compreensão da argumentação e formação do leitor crítico,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,"Formação de professores e ensino de língua portuguesa: contribuições para reflexões, debates e ações",01,195,225.0,9788575914601,"Guimarães, A. M; Bicalho, D C; Carnin, A.",01,1.0,São Paulo,Mercado de Letras,2018-08-02T21:07:54.843Z,,,,,,,,,2413
2413,6457847599039235,4049,CAPITULO-DE-LIVRO-PUBLICADO,Ana Maria Matos Guimarães| Anderson Carnin| Delaine Cafiero Bicalho|,"GUIMARAES, A. M. M.| CARNIN, A.| CAFIERO, D.|",| | |,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,"Formação e ensino na visão plural de pesquisadores: contribuições para reflexões, debates e ações",2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,"Formação de professores e ensino de língua portuguesa: contribuições para reflexões, debates e ações",1,7,17.0,9788575914601,"Guimarães, A M; Bicalho D C; Carnin, Anderson",1,1.0,São Paulo,Mercado de Letras,2018-08-02T21:07:54.844Z,,,,,,,,,2414
2414,6461707333488084,2421,CAPITULO-DE-LIVRO-PUBLICADO,Misabel de Abreu Machado Derzi| Cristiane Miranda Botelho| Regivano Fiorindo|,"DERZI, M. A. M.| BOTELHO, C. M.| FIORINDO, R.|",| | |,1| 2| 3|,CIENCIAS_SOCIAIS_APLICADAS,,Direito Tributário,,,,,,,,,,Capítulo de livro publicado,A distorção do sistema tributário nacional referente ao imposto de renda da pessoa física assalariada e do prestador de serviço,2016,Brasil,Português,IMPRESSO,,NAO,,,SIM,Justiça fiscal,,391,444.0,9788538404293,"DERZI, Misabel Abreu Machado; MELO, João Paulo Fanucchi de Almeida",1,,Belo Horizonte,Del Rey,,,,,,,,,,2415
2415,4682681031761427,1482,CAPITULO-DE-LIVRO-PUBLICADO,Flávia Peres Nunes| Roberta L.C. Dayrell| Fernando A. O. Silveira| Daniel Negreiros| Denise Garcia de Santana| Flávio Janoni Carvalho| Queila de Souza Garcia| Geraldo Wilson Fernandes|,"NUNES, Flávia Peres| DAYRELL, R. L.| SILVEIRA, F. A. O.| NEGREIROS, D.| SANTANA, Denise Garcia de| CARVALHO, F. J.| GARCIA, Q. S.| FERNANDES, G. W.|",4789790536067575| | | | | | | 2066412407084475|,1| 2| 3| 4| 5| 6| 7| 8|,,,,,,,,,,,,,Capítulo de livro publicado,Seed Germination Ecology in Rupestrian Grasslands,2016,Grã-Bretanha,Inglês,IMPRESSO,,NAO,,,NAO,Ecology and Conservation of mountain-top grasslands in Brazil,1,207,225.0,9783319298078,"Fernandes, G.W.",1,,,Springer International Publishing,,,,,,,,,,2416
2416,4688397975216735,3777,CAPITULO-DE-LIVRO-PUBLICADO,"Estefânia Mara do Nascimento Martins,| Clascídia Aparecida Furtado| Adelina Pinheiro Santos| Lídia Maria de Andrade| Luiz Orlando Ladeira|","Martins, Estefânia| Furtado, C.A| Santos, A.P| ANDRADE, LÍDIA MARIA DE| LADEIRA, L.O|",| | | | |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,"Synthesis, Purification and Functionalization of Carbon Nanotubes for Biotechnological Applications",2016,Suiça,Inglês,HIPERTEXTO,http://www.springer.com/br/book/9783319259055#aboutBook,NAO,,,NAO,Bioengineering Applications of Carbon Nanostructures,1,139,163.0,9783319259079,Ado Jorio,1,21940452.0,,Springer International Publishing,2018-08-02T21:07:54.591Z,,,,,,,,,2417
2417,4689472571934012,444,CAPITULO-DE-LIVRO-PUBLICADO,Aluízio Augusto Arantes Júnior|,"ARANTES JÚNIOR, A. A.|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Biorcâni da coluna cervical instrumentada,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Tratado de Neurocirurgia,1,46,,123456789X,Mário G. Siqueira,1a,,Barueri - SP,Manole,2018-08-02T21:03:32.115Z,,,,,,,,,2418
2418,4732675817778284,3778,CAPITULO-DE-LIVRO-PUBLICADO,Juliana Beaudette Drummond| Suelem Mol|,"DRUMMOND, JULIANA BEAUDETTE| Mol, S|",| |,1| 2|,CIENCIAS_DA_SAUDE,,Endocrinologia,,,,,,,,,,Capítulo de livro publicado,Diabetes Insipidus e secreção inapropriada do hormônio anti-diurético,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Endocrinologia para o clínico,1,79,95.0,9788578250751,Anelise Impellizzeri Nogueira; Antônio Ribeiro de Oliveira Júnior; Márcio Weissheimer Lauria,1,1.0,Belo Horizonte,Coopmed,2018-08-02T21:07:54.592Z,,,,,,,,,2419
2419,4738020259355632,3779,CAPITULO-DE-LIVRO-PUBLICADO,Alberto Timo| Izabela Dias Velludo Roman|,"TIMO, A.| ROMAN, I. D. V.|",| 4738020259355632|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Moções assassinas em Ìon: o desejo assassino dos pais,2016,Brasil,Português,NAO_INFORMADO,https://www.amazon.com.br/Eur%C3%ADpides-Interpreta%C3%A7%C3%B5es-Belo-alii-F%C3%A1bio-ebook/dp/B01IPQN9N0/ref=sr_1_1?s=books&amp;ie=UTF8&amp;qid=1486124887&amp;sr=1-1&amp;keywords=%C3%ADon%20f%C3%A1bio%20belo,NAO,,,NAO,"Íon, de Eurípides: interpretações psicanalíticas",I,1,243.0,9788581804583,Fábio Belo,1,,Petrópolis,KBR editora,2018-08-02T21:07:54.592Z,,,,,,,,,2420
2420,4741872145399145,445,CAPITULO-DE-LIVRO-PUBLICADO,Luiz Laboissiere Junior|,"LABOISSIERE JR., Luiz.|",4741872145399145|,1|,CIENCIAS_SOCIAIS_APLICADAS,,Direito Público,Direito Processual Penal,,,,,,,,,Capítulo de livro publicado,A (im)possibilidade da utilização de videoconferência nas audiências de custódia: impasses e horizontes,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Audiência de custódia,,191,210.0,9788568687031,"PINTO, Felipe Martins",1,,Belo Horizonte,Imprensa Oficial,2018-08-02T21:03:32.115Z,,,,,,,,,2421
2421,4746729271781281,3780,CAPITULO-DE-LIVRO-PUBLICADO,Antonio Ribeiro de Oliveira Junior| Luciana Anseli Naves| Vania dos Santos Nunes| Lucio Vilar|,"RIBEIRO-OLIVEIRA, ANTÔNIO| NAVES,L.A.| Nunes, VS| VILAR, L.|",| 8041946919813405| | 3951575473211544|,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Hipopituitarismo: etiologia e diagnóstico,2016,Brasil,Português,IMPRESSO,,NAO,,Hipopituitarismo: etiologia e diagnóstico,NAO,Hipopituitarismo: etiologia e diagnóstico,1,35,48.0,9788527722049,Antonio Ribeiro-Oliveira Jr; Lúcio Vilar,6,,Rio de Janeiro,,2018-08-02T21:07:54.593Z,,,,,,,,,2422
2422,4746729271781281,3781,CAPITULO-DE-LIVRO-PUBLICADO,Antonio Ribeiro de Oliveira Junior| Ana Carolina Guimarães Castro|,"Ribeiro-Oliveira,A.Jr.| Castro, AC|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Papel dos Analogos da Somatostatina no Tratamento de Tumores Neuroendocrinos,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Papel dos Analogos da Somatostatina no Tratamento de Tumores Neuroendocrinos,2,99,116.0,9788583229551,Gisah Amaral de Carvalho; Mauro Czepielewski; Ricardo Meirelles,1,,Porto Alegre,Artmed Panamericana,2018-08-02T21:07:54.594Z,,,,,,,,,2423
2423,4748608159592455,446,CAPITULO-DE-LIVRO-PUBLICADO,Pedro Vianna da Costa e Faria|,"FARIA, PEDRO|",|,1|,CIENCIAS_HUMANAS,,História da Filosofia,,CIENCIAS_SOCIAIS_APLICADAS,Economia,Teoria Econômica,História do Pensamento Econômico,,,,,Capítulo de livro publicado,O surgimento dos costumes da sociedade commercial e as paixões do trabalho,2016,Brasil,Português,IMPRESSO,http://nel.ufsc.br/rumos.html,SIM,,,NAO,Ensaios sobre a Filosofia de Hume,16,61,80.0,9788587253316,"Conte, J.;Côrtes, M.; Zimmerman, F.",1,,Florianópolis,Núcleo de Epistemologia e Lógica,2018-08-02T21:03:32.116Z,,,,,,,,,2424
2424,4751447467707267,3782,CAPITULO-DE-LIVRO-PUBLICADO,Alfredo Pereira Júnior| Samuel de Castro Bellini Leite|,"PEREIRA JUNIOR, A.| BELLINI-LEITE, S.|",9680963769307908| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Aspectos evolutivos e informacionais da consciência,2016,Brasil,Português,MEIO_DIGITAL,,NAO,,,NAO,Informação e ação estudos interdisciplinares,,1,,9788579837548,"MARIA EUNICE QUILICI GONZALEZ, JOÃO ANTONIO DE MORAES, DOROTÉA MACHADO KERR",1,,São Paulo,Cultura Acadêmica UNESP,2018-08-02T21:07:54.595Z,,,,,,,,,2425
2425,4751699050350958,3783,CAPITULO-DE-LIVRO-PUBLICADO,David Pereira Neves| Hudson Alves Pinto|,"NEVES, D. P.| PINTO, H.A.|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Cap. 28 Outros Cestódeos,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Parasitologia Humana,,287,293.0,9788538807155,David Pereira Neves; Alan Lane de Melo; Pedro Marcos Linardi; Ricardo Wagner Almeida Vitor,13,,Rio de Janeiro,Atheneu,2018-08-02T21:07:54.596Z,,,,,,,,,2426
2426,4751699050350958,3784,CAPITULO-DE-LIVRO-PUBLICADO,Hudson Alves Pinto| Alan Lane de Melo|,"PINTO, H.A.| MELO, A. L.|",| 5549358735432795|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,"Cap. 54 Parasitoses Emergentes - Outros Trematódeos: Paragonimidae, Opisthorchiidae, Heterophyidae e Philophthalmidae",2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Parasitologia Humana,,526,534.0,9788538807155,David Pereira Neves; Alan Lane de Melo; Pedro Marcos Linardi; Ricardo Wagner Almeida Vitor,13,,Rio de Janeiro,Atheneu,2018-08-02T21:07:54.596Z,,,,,,,,,2427
2427,4751699050350958,3785,CAPITULO-DE-LIVRO-PUBLICADO,Alan Lane de Melo| Hudson Alves Pinto|,"MELO, A. L.| PINTO, H. A.|",5549358735432795| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Cap. 21 Helmintos,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Parasitologia Humana,,215,223.0,9788538807155,David Pereira Neves; Alan Lane de Melo; Pedro Marcos Linardi; Ricardo Wagner Almeida Vitor,13,,Rio de Janeiro,Atheneu,2018-08-02T21:07:54.597Z,,,,,,,,,2428
2428,5317178599045800,491,CAPITULO-DE-LIVRO-PUBLICADO,Carlos Aleixo dos Reis|,"REIS, C. A.|",5317178599045800|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Influências no estilo de Radamés Gnattali no Concerto para Viola e Orquestra de Cordas: um estudo históricointerpretativo para sua performance,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Influências no estilo de Radamés Gnattali no Concerto para Viola e Orquestra de Cordas: um estudo históricointerpretativo para sua performance,,132,145.0,9878560488117,Fausto Borém e Luciana Monteiro de Castro,1,0.0,Belo Horizonte,Diálogos Musicais da Pós,2018-08-02T21:03:32.142Z,,,,,,,,,2429
2429,5317178599045800,2146,CAPITULO-DE-LIVRO-PUBLICADO,larissa natalia ferreira de mattos| Carlos Aleixo dos Reis|,"MATTOS, L. N. F.| REIS, C. A.|",| 5317178599045800|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,"Controle do timbre em duos para viola e violoncelo: similaridade, caráter, sobreposição de vozes e continuidade de linhas melódicas.",2016,Brasil,Português,MEIO_DIGITAL,,NAO,,,NAO,.Diálogos Musicais da Pós: Praticas de Performance.,v. 1,146,157.0,9878560488117,Fausto Borém; Luciana Monteiro de Castro,1ed,,BElo Horizonte,Minas de Som,,,,,,,,,,2430
2430,5319274201133434,492,CAPITULO-DE-LIVRO-PUBLICADO,Alessandra de Cássia Lovato|,Alessandra de Cássia Lovato|,5319274201133434|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Aspecto Nutricionais do Cuidados em Diabetes,2016,Brasil,Português,IMPRESSO,,SIM,,,NAO,Aspecto Nutricionais do Cuidados em Diabetes,,11,22.0,9788527730440,,5,,Rio de Janeiro,Guanabara koogan,2018-08-02T21:03:32.143Z,,,,,,,,,2431
2431,5326632050023533,3885,CAPITULO-DE-LIVRO-PUBLICADO,Valeria Cristina Palmeira Zago| Franciele Aparecida Plotásio Duarte| Jéssica Thebaldi Victoriano| Luiz Fernando Jácome Lopes|,"ZAGO, V. C. P.| DUARTE, F. A. P.| VICTORIANO, J. T.| LOPES, L. F. J.|",5326632050023533| | | |,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Impacto do desperdício de alimentos sobre a emissão de gases de efeito estufa: estudo de caso do refeitório do CEFET-MG ? Campus I,2016,Brasil,Português,MEIO_DIGITAL,,NAO,,,SIM,"Links 2015 : os elos entre os consumos de água, energia e alimentos, no contexto das estratégias de mitigação das mudanças climáticas",,133,147.0,9788580191455,José Baltazar Salgueirinho; Osório de Andrade Guerra; Rafael Ávila Faraco; Jean-François Mercure Pablo Salas; Issa Ibrahim Berchin,01,,,Unisul,2018-08-02T21:07:54.670Z,,,,,,,,,2432
2432,5326742683385523,1586,CAPITULO-DE-LIVRO-PUBLICADO,Luciana de Oliveira Assis| Marcella Guimarães Assis|,"ASSIS, L. O.| ASSIS, M. G.|",| 2521824049877155|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,A avaliação da funcionalidade e suas contribuições para a neuropsicologia,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Neuropsicologia: aplicações clínicas,1,93,106.0,9788582712900,Malloy-Diniz LF; Mattos P; Abreu N; Fuentes D;,1,,Porto Alegre,Artmed,,,,,,,,,,2433
2433,5326742683385523,2014,CAPITULO-DE-LIVRO-PUBLICADO,Raquel Souza Azevedo| Katiúcia Martins Barros| Isabela Silva Cancio Velloso| Edgar Nunes de Moraes| Luciana de Oliveira Assis|,"AZEVEDO, R. S.| BARROS, K. M.| VELLOSO, I. S. C.| MORAES, E. N.| ASSIS, L. O.|",| | | 1744870889843708| |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Facilitando o autocuidado,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Fundamentos do cuidado ao idoso frágil,1,275,305.0,9788584500123,Edgar Nunes de Moraes; Raquel Souza Azevedo,1,,Belo Horizonte,Folium,,,,,,,,,,2434
2434,5326742683385523,3886,CAPITULO-DE-LIVRO-PUBLICADO,"Luciana de Oliveira Assis| Jonas Jardim de Paula| ASSIS, MARCELLA G.| Edgar Nunes de Moraes| Leandro Fernandes Malloy-Diniz|","ASSIS, LUCIANA DE OLIVEIRA| DE PAULA, J. J.| ASSIS, MARCELLA G.| MORAES, E. N.| MALLOY-DINIZ, L. F.|",| | | 1744870889843708| |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Psychometric properties of the Brazilian version of Pfeffer's Funcitional Activities Questionnaire,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Neuropsychology and Neuropsychiatry os Neurodegenerative Disorders,,34,40.0,9782889197385,,1,,,Frontiers Copyright Statement,2018-08-02T21:07:54.670Z,,,,,,,,,2435
2435,5326742683385523,1584,CAPITULO-DE-LIVRO-PUBLICADO,Marcella Guimarães Assis| Kátia Magdala Lima Barreto| Luciana de Oliveira Assis|,"ASSIS, M. G.| BARRETO, K. M. L.| ASSIS, L. O.|",2521824049877155| | |,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,Terapia Ocupacional em Gerontologia,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Tratado de Geriatria e Gerontologia,,127,,9788527729499,Elizabete Viana de Freitas,4,,,,,,,,,,,,,2436
2436,5330977887745948,3887,CAPITULO-DE-LIVRO-PUBLICADO,Regina Helena Alves da Silva| Paula Ziviani|,"SILVA, R. H. A.| ZIVIANI, P.|",0803501641077783| 5330977887745948|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Apresentação,2016,Brasil,Português,MEIO_DIGITAL,,NAO,,,NAO,Cidade e Cultura: rebatimentos no espaço público,1,8,19.0,9788551300381,Regina Helena Alves da Silva; Paula Ziviani,1,1.0,Belo Horizonte,Autêntica,2018-08-02T21:07:54.672Z,,,,,,,,,2437
2437,5330977887745948,493,CAPITULO-DE-LIVRO-PUBLICADO,Paula Ziviani|,"ZIVIANI, P.|",5330977887745948|,1|,,,,,,,,,,,,,Capítulo de livro publicado,"""Fundamentalismos identitários"" e a construção de políticas culturais",2016,Brasil,Português,MEIO_DIGITAL,,NAO,,,NAO,Cidade e Cultura: rebatimentos no espaço público,1,160,184.0,9788551300381,Regina Helena Alves da Silva; Paula Ziviani,1,1.0,Belo Horizonte,Autêntica,2018-08-02T21:03:32.143Z,,,,,,,,,2438
2438,5334849035935067,494,CAPITULO-DE-LIVRO-PUBLICADO,Roberto Bezerra de Menezes|,"MENEZES, ROBERTO BEZERRA DE|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,"Reescrita e versão em Servidões e em A morte sem mestre, de Herberto Helder",2016,Brasil,Português,IMPRESSO,,SIM,,,NAO,Até que. Herberto.,1,165,173.0,9789899961715,Diana Pimentel; Luis Maffei,1,,Funchal,Edições Guilhotina,2018-08-02T21:03:32.144Z,,,,,,,,,2439
2439,5335359502175210,3888,CAPITULO-DE-LIVRO-PUBLICADO,Marcus Vinícius Dias Souza| Renan Martins dos Santos|,"DIAS-SOUZA, M. V.| DOS SANTOS, RENAN M.|",8771196097533631| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,"Phytonutrients of Nutraceutical Importance: Exploring Antimicrobial, Antiprolifertive, and Antioxidant activities",2016,Estados Unidos,Inglês,VARIOS,http://www.igi-global.com/chapter/phytonutrients-of-nutraceutical-importance/165944,SIM,,,NAO,"Examining the Development, Regulation, and Consumption of Functional Foods",1,45,82.0,9781522506072,Sailas Benjamin,1,1.0,Hershey,IGI GLobal,2018-08-02T21:07:54.673Z,,,,,,,,,2440
2440,5336218259257800,495,CAPITULO-DE-LIVRO-PUBLICADO,Benildes Coura Moreira dos Santos Maculan|,"MACULAN, B. C. M. S.|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Taxonomia Facetada e Navegacional para Bibliotecas Digitais,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,BIBLIOTECA DIGITAL HIPERTEXTUAL: CAMINHOS PARA A NAVEGAÇÃO EM CONTEXTO,1,67,88.0,9788571933842,"LIMA, G. A. B. O.",1,,Rio de Janeiro,Interciência,2018-08-02T21:03:32.144Z,,,,,,,,,2441
2441,5832524023023021,536,CAPITULO-DE-LIVRO-PUBLICADO,Eliana Amarante de Mendonça Mendes|,"MENDES, E. A. M.|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Retórica e Transgressão: O discurso de Angela Merkel para o Parlamento de Israel,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Discurso e Argumentação em Múltiplos Enfoques,1,129,149.0,9789898377920,"Piris, E.L.;Ferreira, M.O.",1,,Coimbra - Portugal,Grácio Editor,2018-08-02T21:03:32.169Z,,,,,,,,,2442
2442,5847053357555219,2290,CAPITULO-DE-LIVRO-PUBLICADO,Alice Epaminondas da Gama Cerqueira| Fábio Roberto Rodrigues Belo|,"CERQUEIRA, A. E. G.| BELO, F. R. R.|",5847053357555219| |,1| 2|,CIENCIAS_HUMANAS,,,,CIENCIAS_HUMANAS,Psicologia,Psicanálise,,,,,,Capítulo de livro publicado,Procurando novos significados: Nemo e a figura paterna na contemporaneidade,2016,Brasil,Português,VARIOS,,SIM,,,NAO,Paternidades Interpretações a partir de Laplanche e Winnicott,,9,21.0,9788581804576,Fábio R. R. Belo,1,,,KBL,,,,,,,,,,2443
